2348986	Blonde.##person,cell phone,person	Jan gashi
2342072	What color is the keyboard?##chair,chair,keyboard,toilet,chair	Menene launin keyboard ɗin?
2403760	What color is the little girl's dress?##person,person,person,person,person,person,person,person,person,handbag	Menene launin rigar ƙaramar yarinyar?
2416677	The cat on the back of the chair.##cat,cat,cat,cat,cat,chair,couch,cat	Magen da take bayan kujerar.
2337917	White.##horse,person,car,person,person,person,car,person,umbrella,person	Fari.
2385972	How many people have on hats?##person,person,frisbee,person,person,frisbee	Mutane nawa ke da hula?
2339693	When riding.##person,surfboard	Lokacin hawan.
2415747	Daytime.##person,person,car,person,person,person,truck,car,person,person	Da rana.
2331152	Where is this picture taken?##bed,bed	A ina aka ɗauka wannan hoton?
2409594	When is this guy going to?##snowboard,person	Yaushe wannan gayen zaije?
2317878	What is the woman doing?##person,cake,microwave,bowl,bottle,knife,knife,spoon,book,oven	Me matar takeyi?
2339719	What time is it?##bench,boat,boat,boat,boat,boat,boat,boat,boat,boat	Wanne lokaci yanzu?
2405069	Window sill.##sink,potted plant,wine glass,cup,wine glass,cup,wine glass,potted plant,wine glass,cup	Kusa da taga.
2367716	White.##person,person,kite,kite	Fari.
2372168	The child.##cell phone,person,person,person	Yaron.
2395638	What is the elephant holding?##elephant	Me giwar take riƙe dashi?
2326635	Why are there poles next to the building?##bicycle,bicycle,person,potted plant	Meyasa akwai ƙarafuna a kusa da ginin?
2412286	What color is the water?##bird,boat	Menene launin ruwan?
2412956	What is the landing area often called?##airplane,airplane,truck,airplane,truck,person,airplane,sports ball	Me ake yawan kiran wajan saukar?
2331245	Gold and cream.##clock,chair	Ruwan gwal da ruwan madara
2353674	Where was this photo taken?##giraffe,giraffe,giraffe	A ina aka ɗauka wannan hoton?
2366903	When will the sun come out?##person,surfboard,person,surfboard	Da yaushe rana zata fito?
2401789	Why is this picture taken?##traffic light,car,car,car,car,car,microwave,tv,person,tv	Meyasa aka ɗauki hoton?
2342023	How many people are there?##person,bicycle,person,skateboard,backpack,sports ball,backpack	Nawa ne adadin mutane a gurin?
2377539	What is the kite flying over?##kite,person,person,person,person,person,person,person,kite,person	A kan me jirgin ledar yake tashi?
2404155	Two.##person,remote,person,person,remote,person,person,couch,couch,couch	Biyu.
2335797	When was this taken?##person,person,bed,bed,remote,cell phone	Yaushe aka ɗauki wannan hoton?
2406164	What is the weather?##person,person,kite,person,bicycle	Ya yanayi garin yake?
2332607	How many of the dogs legs can you see?##dog	ƙafafun Karen nawa kake iya gani?
2364944	What kind of linoleum is this?##toilet,sink,sink,hair drier	Wani irin linoleum ne wannan?
2328161	What color are the car seats?##teddy bear,teddy bear,chair,car,chair,chair,chair	Menene launin kujerun motar?
2366688	Where are the boats?##boat,boat,boat,person,boat,boat,boat,boat,boat,boat	Ina jiragen ruwa?
2332102	Papers.##cat,book,book,book,dining table,dining table,chair,bowl	Takardu
2410068	What is the white cord on the bed?##scissors,laptop,bed,apple	Menene farar igiyar kan gadon?
2356325	Daytime.##zebra,cow,cow	Da Rana.
2393818	White paper.##kite,kite,kite,boat,kite,kite,kite,kite,kite,kite	Farar takarda.
2398422	Where is the red transit bus?##bus,car,person,person,traffic light,person	Ina jar bas mai jigila?
2403398	2##motorcycle,person,person,person,person,cow,car,person,car,frisbee	2
2393564	1##person,bench,skis,bicycle,book,clock,book	1
2345970	Daytime.##person	Da rana.
2390523	Wood.##oven,apple,dining table,bowl,apple,apple,apple,apple	Katako.
2370667	Dog.##dog,bed,couch,couch	Kare.
2326709	On counter.##sink,cat,potted plant,cup,bottle,potted plant,potted plant,cup,sink,cup	Akan tebur.
2406916	What is behind the woman?##person,person,tie,chair,potted plant,chair	Mene a bayan matar?
2323851	What color are the person's pants?##horse,person,person	Menene launin wandon mutumin?
2358360	Black top.##person,person,person,person,person,person,person,person,person,person	Baƙar riga.
2351920	Red.##person,motorcycle,person,frisbee	Ja.
2343935	Woman on right.##person,person,frisbee,frisbee	Matar da ke dama.
2379780	What is the smaller elephant doing?##elephant,elephant	Me ƙaramar giwar ke yi?
2376101	What is the woman in the lower right corner doing?##person,person,person,person,person,person,person,person,person,person	Me matar da ke daga dama a ƙasa ke yi?
2341134	Why put a clock on a tower?##clock,clock,umbrella	Meyasa zaa saka agogo akan hasumiya?
2407619	How many big trees are there?##bus,bus,fire hydrant,car	Nawane adadin bishiyoyi manya a gurin?
2345063	Blue.##cat	Shuɗi.
2337118	When is this scene taking place?##person,person,person,person,frisbee,person,person,person,person,person	Dayaushe wannan lamarin ke faruwa?
2353509	What is seen in the picture?##person,cup,tie,dining table	Me aka gani a cikin hoton?
2400847	Black and white cat.##potted plant,cat,vase,dog,cat,broccoli	Mage mai Baƙi da fari
2378433	What is the animals doing?##bear	Me dabbobin sukeyi?
2359980	Four.##chair,orange,orange,dining table,orange,orange,bowl,orange,chair,orange	Huɗu.
2322250	One of the players.##person,person,tennis racket,tennis racket,sports ball,person,tennis racket	ɗaya daga cikin yan wasa.
2363917	Near railroad station.##train,person,traffic light,traffic light,person,stop sign,person	Kusa da tashar jirgin ƙasa.
2388461	Green trees.##frisbee,traffic light,person	Korayen bishiyoyi.
2411542	What are people in the front doing?##person,umbrella,person,person,person,umbrella,person,person,umbrella,person	Me mutanen da suke gaba sukeyi?
2396449	Bread.##person,chair,dining table,cell phone,cup,donut,donut,donut,knife,cup	Burodi.
2412457	Green.##refrigerator,refrigerator	Kore.
2372323	Where is the white mold?##sandwich	Ina farar hunhunar?
2327260	His collar.##dog	kwalar sa.
2417694	An animal in water.##bear	Dabba a cikin ruwa.
2339629	Where is the fence?##sheep,sheep,sheep,sheep,sheep,sheep,elephant,sheep	Ina dangar?
2388498	What is in the photo?##toilet,chair	Menene a jikin hoton?
2403760	What is being flown?##person,person,person,person,person,person,person,person,person,handbag	Me ake tasharwa?
2417622	On a towel-covered table.##person,cat,teddy bear,bed,tie,bed	Akan tebur mai rufe da tawul.
2383244	How many feet are there?##teddy bear,bed,teddy bear,person,teddy bear,book,bed,book	Nawane adadin ƙafafu a gurin?
2383842	Doorstep.##dog,cat	Bakin ƙofa.
2384780	One.##person,refrigerator,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle	ɗaya.
2375728	What is the mug's color?##cup,person,fork,dining table,broccoli,cup,broccoli,broccoli,pizza,cup	Menene launin kofin tangaran ɗin?
2341633	White.##clock	Fari
2372238	Parking lot.##truck,car,car,person,person,chair	A wurin parking.
2384111	Two.##person,person,car,person,car,car,car,car,bench,car	Biyu.
2345500	Daytime.##boat,boat	Da rana.
2394177	What are the dogs standing on/ near?##motorcycle,dog,dog,cat	A kan/kusa da me karnunan suke tsaye?
2318020	One.##cell phone	Ɗaya.
2396341	Plantains.##person,person,person,bottle,cup,backpack,person,chair,dining table,hot dog	Agada.
2385895	Why is the toilet water running?##toilet,toilet,sink	Meyasa ruwan masan yake fitowa?
2385037	Black.##person,skis	Baƙi.
2412517	What color is the table?##donut,donut,donut,knife,pizza,donut,donut,book,book,book	Mene launin tebur din?
2356325	What is this?##zebra,cow,cow	Menene wannan?
2387257	Daytime.##bottle,bottle,knife,vase,vase,sink,bottle,knife,potted plant,cup	da rana.
2383417	What color are the cabinets?##oven,bottle,microwave,dining table,sink,sink,book,vase	Menene launin kwabar?
2393527	Where are the hooves?##horse	Ina kofato suke?
2399443	A t-shirt and shorts.##person,dog,horse	Riga da gajeran wando.
2401949	What is the plane doing?##clock	Me jirgin saman yake yi?
2391714	What is the weather?##person,traffic light,person,person,person,person,bicycle,person,person,person	Ya yanayi yake?
2329389	No one.##cat,car	Babu kowa.
2379780	Why can't we see the smaller elephant's left eye?##elephant,elephant	Meyasa bama iya ganin idon hagun ƙaramar giwar?
2363178	What is on top of the drink?##cup,dining table,person,spoon,book,spoon,dining table,sandwich,person,person	Menene akan abun shan?
2359104	In water.##cow,cow,cow	A ruwa.
2325788	What animal is he milking?##person,cow,tie,tie,horse	Wace dabba yake tatsa?
2380269	Surfboard.##person,surfboard,person,surfboard	Allon hawan igiyar ruwa.
2392669	On the garbage can.##toilet	A kan kwandon shara.
2341633	Blue.##clock	Shuɗi.
2386533	Down.##person,person,chair,pizza,dining table,person,carrot,bowl,chair,bowl	ƙasa.
2411258	What's the color of the table?##bottle,wine glass,dining table,person,carrot,carrot,cup,carrot,carrot,bottle	Mene launin tebur din?
2318326	Day time.##person,person,snowboard,snowboard,backpack,skis,person,skis	Da rana.
2357732	One.##bed,dog	Ɗaya.
2402446	Black.##bird	Baƙi.
2316952	A motorcycle.##motorcycle,person,person,person,dog,dog	Babur.
2403278	What is this person doing?##person,surfboard	Me mutumin ke yi?
2415652	What color is the pole?##traffic light	Menene launin ƙarfen?
2388762	Eating grass.##zebra,zebra,person,zebra,person,frisbee,horse,person,car	cin ciyawa.
2353273	Where is the picture?##person,car,person,horse,bicycle,umbrella,person,person,person,umbrella	A ina ne hoton?
2324464	What sport is being played?##person,tennis racket,person,person,sports ball,person,person,person,person,person	Wani wasa akeyi?
2387827	How man men are in the picture?##person,person,banana,chair,banana,banana,banana,banana,banana,chair	Maza nawa na a hoton?
2376147	Sun.##person,person,pizza,person,dining table,wine glass,person,person,knife,elephant	Rana.
2356248	A cat.##cat,bird	Kuliya.
2352052	How many cabinet doors are in the photo?##sink,refrigerator	ƙofofin kwaba guda nawa ne a hoton?
2366107	The bench.##person,person,bench,handbag,bench,chair,bench,bench	Benci.
2377672	The trains.##train,person,person,person,person,person,person,train,person,person	Jiragen ƙasan.
2376284	Where is the white umbrella?##person,kite,person,kite,kite,kite,kite,kite,umbrella,kite	Ina farar lemar take?
2324218	White.##person,baseball glove,person,person,person,person,person	Fari.
2385913	Wood.##cup,fork,bowl,dining table,spoon,person,sandwich,spoon,orange,hot dog	Katako.
2404093	What is the main color of the leaves?##kite,person,person,bird	Mene ainihin launin ganyayyakin?
2406263	Purple and white.##person,car,truck,car,car,truck,car,person,car,person	Purple da fari.
2414854	Gray.##person,tie,bowl,person,chair,tv,chair,bench	Ruwan toka.
2375728	Green.##cup,person,fork,dining table,broccoli,cup,broccoli,broccoli,pizza,cup	Kore.
2368442	Where is the ball?##person,tennis racket,clock,person,person,sports ball	Ina kwallon?
2316175	What are in the photo?##bed,horse,horse,tv,teddy bear,horse	Menene a cikin hotn?
2345475	Daytime.##person,skis	Da rana.
2376360	What is on the sidewalk?##suitcase,person,bench,bench,person,backpack	Menene a gefen hanya?
2350092	People.##bus,person,person,person,person,handbag,car,car,person,person	Mutane.
2389629	What does the man have on hands?##person,bicycle,baseball glove,airplane,remote	Me mutumin yake da shi a hannaye?
2414273	Cat.##cat,car,chair,chair	Mage.
2373667	What is between the camera and the bench?##bench,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella	Menene a tsakanin kamarar da bencin?
2384078	Five.##train	Biyar.
2326701	No one.##train,person,bicycle,bicycle,person,bicycle,bicycle,person,person,person	Babu kowa.
2320760	Bear.##bear,person	bear.
2363939	Where is the pillow?##cat,cat,couch,couch	Ina matashin kai yake?
2346840	What is the floor made of?##bed,person,person	Dame a kayi daɓen ƙasan?
2323147	1##car,car,car,car,car,car,car,person,car,truck	1
2358454	What white vegetable is chopped up on top of the weiners?##dining table,sandwich,bowl,sandwich,sandwich,apple	Wani farin kayan lambu ne a yanke akanweiners?
2372168	What is the hand holding?##cell phone,person,person,person	Me yake riƙe dashi a hannu?
2359883	Where is the lamp?##bed,remote,cell phone,remote	Ina fitular?
2396522	What is covering the person?##person,surfboard	Menene ya rufe mutumin?
2401587	What type of ground is the bench on?##person,bus,car,bench,truck,car,bench	A kan wani irin ƙasa kujerar ke kai?
2319245	Where is the white hat?##person,person,tennis racket,tennis racket	Ina farar hular?
2392157	Sign.##bus,bicycle,car,bicycle,bottle,backpack,car	Alama ce
2416181	How many people are in the picture?##spoon,bowl,bowl,dining table,cup,person,orange,cup,bowl,orange	Mutane nawa ne a hoton?
2417450	A road.##person,skateboard,surfboard,car,person,car	Titi.
2363650	A man.##cat,person,couch,laptop	Namijin.
2330978	Helmet.##person,person,person,person,person,person,person,person,person,skateboard	Hular kwano.
2342336	On a farm.##cow,cow,cow,cow,cow,cow,cow,cow,cow,cow	A gona.
2319911	How will the person enter the building?##car,traffic light,bus,person,person,traffic light,traffic light,car,traffic light,car	Ta ya mutum zai iya shiga ginin?
2401318	White.##airplane,person	Fari.
2386985	A satellite dish.##bus,frisbee	Tauraro dan adam.
2356589	Toothbrush.##cup,bottle,bottle,toothbrush,book,book,remote,bottle,book,bottle	Buroshin haƙori.
2417694	When was the photo set?##bear	Yaushe aka dauki hotan?
2398882	When was this taken?##person,bed	A yaushe aka ɗauki wannan?
2338417	When was the photo taken?##clock	Yaushe aka ɗauki hotan?
2391575	The white board sign.##car,traffic light,traffic light,person,traffic light,person,bicycle,car,car,traffic light	Farin alon alama.
2377223	What is on the woman's t-shirt?##person,tennis racket,person,tennis racket,person,chair,person,chair,chair,clock	Menene akan tishit din matan?
2319454	In a person's arms.##teddy bear,person,person,person,teddy bear,tie	A hannun mutum.
2366365	What is white in the sky?##zebra,zebra,zebra,zebra	Menene fari a sararin samaniya?
2408923	What is the cat's paws resting on?##cat,clock,book	Hannun magen akan me yake?
2351203	Blue.##orange,orange,bowl,orange,orange,orange,banana,orange,banana,banana	Shuɗi.
2366573	Where is the sheet?##bed,dog,dog,dog,bed,bed	Ina zanin gadon?
2345556	Why is the man wearing a jacket?##person,person,person,person,person,skis,snowboard,person,skis,person	Me yasa mutumin ke sanyi da kwat?
2369421	What condition are these Motorcycles in?##motorcycle,motorcycle,person,person,person,suitcase,car,truck,motorcycle	A wani yanayi waɗanne baburan suke ciki?
2361297	Zero.##person,tennis racket,tennis racket,tennis racket,sports ball	Sifili.
2343344	Why are.people sitting in the distance?##person,person,person,person,cell phone,person,cup,person,tv,dining table	Me yasa mutane suke a nesa?
2365007	What is in the boat?##boat,bird,boat,boat,chair	Menene a cikin jirgin ruwan?
2372365	What is the man holding?##person,cake,person,dining table,cell phone,fork,person,orange,orange,orange	Me mutumin yake riƙe dashi.
2321066	What color is the skateboard?##person,skateboard,person	Wanne launi ne sikebod din?
2400328	A woman.##person,kite,person,person,person,person,person,chair	Mata.
2358093	What is on the table?##chair,couch,cup,car,cup,laptop,tv,bottle,car,suitcase	Meye akan tebur?
2381042	Why is there a three on the side of the building?##train,person,person,person,person,person,person	Meyasa akwai uku a jikin gefen ginin?
2365410	What is the fence made out of?##bus,person,person	Daga me akayi shingen?
2405309	Four.##person,person,person,chair,handbag,chair,cell phone,car	Huɗu.
2370929	A table.##couch,person,tv,tv,tv,person,dining table,sandwich,scissors	tebur.
2340098	Who is holding umbrella?##umbrella,person,person,umbrella,person,person,person,train	Wake riƙe da lema?
2349360	What is behind the men?##person,person,tennis racket,sports ball	Menene a bayan mazan?
2370153	What does the zebra use to hear?##zebra,cow,bird	Me jakin dawo yake amfani dashi wajan ji?
2346516	What color is the sippy cup spout?##person,person,pizza,dining table,bottle,wine glass,cup	Menene launin bakin kofin yaran?
2381070	Eating.##pizza,cup,fork,person,person,knife,dining table,person	Cin abinci.
2323235	By vehicle.##person,person,person,cell phone,traffic light,clock,person,couch,person	Da abin hawa.
2374167	Red.##person,tie,person,orange	Ja.
2363303	Skiing.##person,person,person,person,person,person,car,car,car,person	Gudun ƙanƙara.
2370651	What is the man playing?##person,baseball glove	Wasan me mutumin yake?
2407212	What color is the girl's necklace?##person,cell phone,car,car,car,handbag,car,car,handbag,motorcycle	Wanne launi ce abin wuyan yarinyar?
2386305	How many eyes does the hydrant have?##person,fire hydrant	Idanuwa nawa famfon yake da shi?
2324598	What color is the umpire wearing?##person,person,person,person,person,person,baseball glove,person,person,person	Wani launi umpire yake sanye da?
2365439	A riot.##traffic light,car,person,person,person,car,car,traffic light,person,car	Tarzoma.
2406164	Where is the bridge?##person,person,kite,person,bicycle	Ina gadar?
2402829	Green.##zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,zebra,giraffe	Koriya.
2417450	What is under the skateboard?##person,skateboard,surfboard,car,person,car	Mene a ƙasan siketbod?
2403313	Who is wearing a hat?##person,person,person,book,tie,bench,bench,tie,backpack,remote	Waye yake sanye da hula?
2347354	What is black?##bowl,banana,spoon,cup,banana,cup,dining table,cup,bowl,apple	Mene baƙi?
2324679	Under the person.##person,surfboard	A ƙarƙashin mutumin.
2388322	Cat.##cat	Mage.
2359157	What kind of day is it?##bird,bird	Wacce irin rana ce wannan?
2393878	Where is the boy in the blue shirt?##person,skateboard,person,person,person,person,person,skateboard,person,person	Ina yaran dake sanye da shuɗiyar riga?
2320382	A zebra.##zebra	Jakin dawa.
2362211	What is in the woman hand?##person,wine glass,person,dining table,person,cake,cup,person,dining table	Menene a hannun matar?
2359134	The person in black.##person,skateboard,person,skateboard,person	Mutumin da ya saka baƙi.
2358387	Where are wheels?##person,car,car,car,car,car,car,car,skateboard,car	Ina ƙafafun?
2341453	Green.##elephant,zebra	Kore.
2319545	A wall.##person	Bango.
2358413	Who is standing in front of the house?##clock	Waye yake tsaye a gaban gidan?
2390397	What color is the blanket at the end of the bed?##bed	Menene launin abun rufar a ƙarshen gadon?
2368636	What is in the background?##banana,banana,banana,banana,bird,laptop,baseball bat,banana,banana,person	Menene a ƙasan bayan?
2373259	What are the kids eating?##person,person,person,person,person,person,person,person,person,person	Me yaran suke ci?
2347497	Blue.##person,toothbrush	Shuɗi.
2326635	In the distance.##bicycle,bicycle,person,potted plant	A nesa.
2335423	Where was the picture taken?##refrigerator,oven,sink,book,oven,sink	A ina aka ɗauka hoton?
2382006	When was this photo taken?##person,person,person,person,truck,person,person,person,airplane,person	Yaushe aka ɗauki wannan hoton?
2414909	How many birds are flying?##bird,bird,frisbee	Tsuntsaye nawa ke tashi?
2367880	Above the food.##pizza,person,knife,pizza	A kan abincin.
2376147	Daytime.##person,person,pizza,person,dining table,wine glass,person,person,knife,elephant	Da rana.
2319876	Where are the people?##person,bench,bicycle,person,train,bench,bicycle,person,boat	Ina mutanen suke?
2417622	A man.##person,cat,teddy bear,bed,tie,bed	Mutumi.
2359015	A man.##airplane,person	Mutumi.
2358539	How is the condition of the wooden bench?##person,person,bench,person,bench,person,handbag,bench,bench,backpack	Yaya yanayin bencin katakon?
2340279	Jalapeno pepper.##person,pizza,bowl	Attaruhun jalapeno.
2409141	What can be seen through the windows?##spoon,bottle,sink,sink,spoon,bottle,sink,toilet,sink,cup	Me ake iya gani ta tagar?
2414163	What is the man doing?##person,person,person,bicycle,person,person,person,person,person,handbag	Me mutumin yake yi?
2342125	Lying in the water.##person,person,person,surfboard,surfboard	Kwance a cikin ruwan.
2377491	What is hanging on the woman's shoulder?##person,person,cell phone,cell phone	Menene rataye a kafaɗan matar?
2331826	What is the sofa color?##person,cell phone,vase,tv	Menene launin kujerar?
2381042	A train.##train,person,person,person,person,person,person	Jirgin kasa.
2388899	Fire hydrant.##fire hydrant,knife	Ruwan kashe wuta.
2395647	Boat.##person,person,person,person,dog,boat,suitcase,boat,dog,skateboard	Jirgin ruwa.
2375283	How is the weather that day?##person,tennis racket,tennis racket	Yaya yanayin a wannan ranar?
2343260	Two.##cow,cow,cow,cow,cow,cow,cow,cow,cow,cow	Biyu.
2401976	What type of body of water is shown?##bench,bench,bench,boat,boat,chair,bench	Mene irin ruwa ne aka nuna?
2362057	Left side of table.##car,bottle,cup,dining table,car,bowl,car,truck,car,cake	Daga hagun tebur din.
2350144	The street.##bus,person,truck,person,car,stop sign,person	A titi.
2387690	5718##train,traffic light	5718
2332663	What color is the cup that the little boy is holding?##person,tv,person,cup,remote,remote,remote,couch,suitcase,bottle	Mene launin moɗa da karamin yaron ke riƙe dashi.
2315730	Where are they sitting?##person,person,surfboard,surfboard,surfboard,bus,skis	A ina suke zaune?
2360685	What color is the grass?##sheep,sheep,sheep,sheep,cow,airplane,sheep,cow	Menene launin ciyawan?
2337132	Wood.##zebra,zebra	Katako.
2416825	Behind a building.##person,bicycle,car,person,car,person,potted plant,person	A bayan gini.
2379868	What is the primary color of the sign on the right?##stop sign,traffic light	Menene asalin launin allon shaidar dake gefen dama?
2391656	What hand is holding the pizza?##person,pizza,dining table,pizza,dining table	Wani hannu ne riƙe da pizza ɗin?
2353308	Daytime.##person,person,person,person,person,traffic light,person,person,traffic light,person	Da rana.
2397440	Who is visible?##car,person,umbrella,umbrella,car,backpack	Waye a ake iya gani?
2335715	1##sheep,sheep,sheep,bird	1
2396733	Why is there a pile of onion skins on the table?##knife,bowl,knife,frisbee,bottle,bowl,bowl	Meyasa akwai tarin ɓawon albasa a kan tebur ɗin?
2318598	Cat.##cat,bench	Mage.
2370667	What type of animal?##dog,bed,couch,couch	Wani irin dabba?
2394894	Laughing Cow.##bowl,bowl,sandwich,dining table,bowl,carrot,sandwich,orange,orange,orange	Laughing Cow.
2405827	To be seen.##clock,clock,clock	Saboda a gani.
2353595	What is the dog sitting on?##dog,bottle,bottle	Akan me karen yake zaune?
2395326	What ages of cattle are shown?##cow,boat,cow,cow,boat,person,boat,boat,boat,person	Menene shekarun shanun da aka nuna?
2405459	How many pillows can be seen on the beds?##bed,bed	Filallika nawa ake gani a kan gadon?
2372306	A man.##cow,person,person,person,person,person,person,person,backpack,backpack	Namiji.
2390397	What is in the middle?##bed	Menene a tsakiya?
2407969	Where is light coming from?##spoon,cup,oven,microwave,cup,spoon,sink,spoon	Ta Ina haske yake fitowa?
2386676	7:40##clock,clock	7:40
2389268	What is the vegetable portion?##sandwich,broccoli,broccoli,dining table,broccoli,broccoli,cup,broccoli,sandwich	Menene kashin ganyanyakin?
2403260	Fence.##sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep	Danga.
2334356	Brown.##laptop,person,bed,knife,bed,knife,cell phone,bed	Ruwan kasa.
2367174	Grazing.##cow,cow,cow,cow,cow,cow	Kiwo.
2384817	What color is the space shuttle?##airplane,airplane,airplane	Menene launin shuttle ɗin saman?
2368497	Parked along the curb.##car,car,car,car,car,car,car,car,car,car	A ajiye a gefen titin.
2381790	All the Vehicles are Older.##parking meter,person,car,car,person,parking meter,person,person,car,car	Duk ababen hawan tsaffi ne.
2402465	Feathers.##bird	Gashim tsuntsu.
2402013	Who is driving the train?##train,person,person	Wa yake tuƙa jirgin ƙasan?
2377846	512257 SAVE.##stop sign	512257 SAVE.
2403936	Toilet.##person,toilet	Mazaunin ban ɗaki.
2380749	Two.##person,motorcycle,person,person,person,bicycle,motorcycle,motorcycle,motorcycle,bicycle	Biyu.
2345977	During the day.##person,boat	Da rana.
2413695	Trees.##giraffe,giraffe,zebra,zebra,giraffe,zebra,giraffe,zebra,zebra,zebra	Bishiyoyi.
2354975	Burning.##person,bottle,person,wine glass,person,bottle,bottle,tie,bottle,tie	ƙonewa.
2391171	Why is giraffe there?##giraffe	Meyasa raƙumin dawan yake nan?
2393293	What kind of animal is in the photo?##elephant,elephant,elephant,elephant,elephant,person,person,person,elephant,person	Wacce irin dabba ce a cikin hoton?
2321949	When was this photo taken?##truck,car	Da yaushe aka ɗauki hoton?
2394096	Surfboards.##surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard	Abun hawa igiyar ruwa.
2335297	At a park.##person,person,person,kite,person,motorcycle,kite,person,person,kite	A lambu.
2363080	Where is the girl?##person,person,person,person,person,person,person,person,person,person	Ina yarinyar take?
2345930	How many people on the field are in red?##person,person,person,person,person,person,person,person,person,person	Mutane nawane a filin a cikin ja?
2322626	What would clean this ground?##car,toilet,truck	Menene zai tsaftace ƙasan nan?
2374298	What living thing is lining both sides of the road?##car,car,person,car,car,car,car,car,person,car	Wani abu mai rai ne suka jeru a duka gefen titin?
